T16,Exchange rates,,,,,,,
Region/Country/Area,,Year,Series,National currency,National currency footnote,Value,Footnotes,Source
90,Solomon Islands,2005,Exchange rates: end of period (national currency per US dollar),Solomon Is. Dollar (SBD),Solomon Islands Dollar.,7.5758,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
90,Solomon Islands,2010,Exchange rates: end of period (national currency per US dollar),Solomon Is. Dollar (SBD),Solomon Islands Dollar.,8.0645,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
90,Solomon Islands,2015,Exchange rates: end of period (national currency per US dollar),Solomon Is. Dollar (SBD),Solomon Islands Dollar.,8.0645,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
90,Solomon Islands,2016,Exchange rates: end of period (national currency per US dollar),Solomon Is. Dollar (SBD),Solomon Islands Dollar.,8.1967,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
90,Solomon Islands,2017,Exchange rates: end of period (national currency per US dollar),Solomon Is. Dollar (SBD),Solomon Islands Dollar.,7.8616,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
90,Solomon Islands,2018,Exchange rates: end of period (national currency per US dollar),Solomon Is. Dollar (SBD),Solomon Islands Dollar.,8.1301,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
90,Solomon Islands,1985,Exchange rates: period average (national currency per US dollar),Solomon Is. Dollar (SBD),Solomon Islands Dollar.,1.4808,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
90,Solomon Islands,1995,Exchange rates: period average (national currency per US dollar),Solomon Is. Dollar (SBD),Solomon Islands Dollar.,3.4059,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
90,Solomon Islands,2005,Exchange rates: period average (national currency per US dollar),Solomon Is. Dollar (SBD),Solomon Islands Dollar.,7.5299,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
90,Solomon Islands,2010,Exchange rates: period average (national currency per US dollar),Solomon Is. Dollar (SBD),Solomon Islands Dollar.,8.0645,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
90,Solomon Islands,2015,Exchange rates: period average (national currency per US dollar),Solomon Is. Dollar (SBD),Solomon Islands Dollar.,7.9147,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
90,Solomon Islands,2016,Exchange rates: period average (national currency per US dollar),Solomon Is. Dollar (SBD),Solomon Islands Dollar.,7.9482,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
90,Solomon Islands,2017,Exchange rates: period average (national currency per US dollar),Solomon Is. Dollar (SBD),Solomon Islands Dollar.,7.8874,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
90,Solomon Islands,2018,Exchange rates: period average (national currency per US dollar),Solomon Is. Dollar (SBD),Solomon Islands Dollar.,7.9525,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
706,Somalia,1985,Exchange rates: end of period (national currency per US dollar),Somali Shilling (SOS),,42.5000,,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
706,Somalia,2010,Exchange rates: end of period (national currency per US dollar),Somali Shilling (SOS),,"30,900.0000",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
706,Somalia,2015,Exchange rates: end of period (national currency per US dollar),Somali Shilling (SOS),,"22,285.0000",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
706,Somalia,2016,Exchange rates: end of period (national currency per US dollar),Somali Shilling (SOS),,"24,005.0000",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
706,Somalia,2017,Exchange rates: end of period (national currency per US dollar),Somali Shilling (SOS),,"23,605.0000",,"International Monetary Fund (IMF), Washington, D.C., the database on International Financial Statistics supplemented by operational rates of exchange for United Nations programmes, last accessed June 2019."
