T23,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
807,North Macedonia,2018,Major trading partner 3 (% of imports),Greece,,8.4709,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2005,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,91.0794,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2010,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,91.0794,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2018,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,91.1714,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2005,Major trading partner 1 (% of imports),Areas nes,Areas not elsewhere specified.,56.4532,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2010,Major trading partner 1 (% of imports),Areas nes,Areas not elsewhere specified.,66.1743,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2018,Major trading partner 1 (% of imports),Areas nes,Areas not elsewhere specified.,71.2277,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2005,Major trading partner 2 (% of exports),Rep. of Korea,,0.4547,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2010,Major trading partner 2 (% of exports),Rep. of Korea,,0.6403,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2018,Major trading partner 2 (% of exports),Rep. of Korea,,4.1907,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2005,Major trading partner 2 (% of imports),"China, Hong Kong SAR",,12.3023,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2010,Major trading partner 2 (% of imports),"China, Hong Kong SAR",,11.4307,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2018,Major trading partner 2 (% of imports),"China, Hong Kong SAR",,12.9311,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2005,Major trading partner 3 (% of exports),Singapore,,0.0600,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2010,Major trading partner 3 (% of exports),Singapore,,0.6544,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2018,Major trading partner 3 (% of exports),Singapore,,3.2721,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2005,Major trading partner 3 (% of imports),Rep. of Korea,,10.5721,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2010,Major trading partner 3 (% of imports),Rep. of Korea,,4.3433,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
580,Northern Mariana Islands,2018,Major trading partner 3 (% of imports),Rep. of Korea,,3.1896,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2005,Major trading partner 1 (% of exports),United Kingdom,,25.0395,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2010,Major trading partner 1 (% of exports),United Kingdom,,27.4520,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2018,Major trading partner 1 (% of exports),United Kingdom,,21.1062,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2005,Major trading partner 1 (% of imports),Sweden,,14.4139,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2010,Major trading partner 1 (% of imports),Sweden,,13.9751,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2018,Major trading partner 1 (% of imports),Sweden,,11.4812,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2005,Major trading partner 2 (% of exports),Germany,,12.6087,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2010,Major trading partner 2 (% of exports),Germany,,11.0625,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2018,Major trading partner 2 (% of exports),Germany,,15.5162,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2005,Major trading partner 2 (% of imports),Germany,,13.4288,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2010,Major trading partner 2 (% of imports),Germany,,12.2939,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2018,Major trading partner 2 (% of imports),Germany,,11.0925,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2005,Major trading partner 3 (% of exports),Netherlands,,9.9330,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2010,Major trading partner 3 (% of exports),Netherlands,,11.8917,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2018,Major trading partner 3 (% of exports),Netherlands,,9.9389,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2005,Major trading partner 3 (% of imports),China,,5.6089,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2010,Major trading partner 3 (% of imports),China,,8.4901,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
578,Norway,2018,Major trading partner 3 (% of imports),China,,9.8331,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2005,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,9.6817,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2010,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,16.7534,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2018,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,62.4518,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2005,Major trading partner 1 (% of imports),United Arab Emirates,,26.0589,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2010,Major trading partner 1 (% of imports),United Arab Emirates,,28.3556,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2018,Major trading partner 1 (% of imports),United Arab Emirates,,38.8983,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2005,Major trading partner 2 (% of exports),United Arab Emirates,,7.2660,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2010,Major trading partner 2 (% of exports),United Arab Emirates,,11.5943,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2018,Major trading partner 2 (% of exports),United Arab Emirates,,6.8546,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2005,Major trading partner 2 (% of imports),Areas nes,Areas not elsewhere specified.,1.5891,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2018,Major trading partner 2 (% of imports),Areas nes,Areas not elsewhere specified.,11.0116,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2005,Major trading partner 3 (% of exports),Qatar,,0.3758,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2010,Major trading partner 3 (% of exports),Qatar,,0.4752,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2018,Major trading partner 3 (% of exports),Qatar,,4.0709,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2005,Major trading partner 3 (% of imports),China,,2.3722,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2010,Major trading partner 3 (% of imports),China,,4.8399,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
512,Oman,2018,Major trading partner 3 (% of imports),China,,5.9061,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
158,Other non-specified areas,2005,Major trading partner 1 (% of exports),China,,21.5842,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
158,Other non-specified areas,2010,Major trading partner 1 (% of exports),China,,28.0202,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
158,Other non-specified areas,2018,Major trading partner 1 (% of exports),China,,26.3294,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
158,Other non-specified areas,2005,Major trading partner 1 (% of imports),China,,10.9738,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed May 2019."
