T15,Balance of payments summary,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
466,Mali,1995,Balance of Payments: Financial account (millions of US dollars),-166.5980,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,2005,Balance of Payments: Financial account (millions of US dollars),-260.9511,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,2010,Balance of Payments: Financial account (millions of US dollars),-906.9954,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,2016,Balance of Payments: Financial account (millions of US dollars),-872.7606,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
466,Mali,2017,Balance of Payments: Financial account (millions of US dollars),-875.5765,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,1985,Balance of Payments: Current account (millions of US dollars),-25.7910,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,1995,Balance of Payments: Current account (millions of US dollars),-379.8767,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,2005,Balance of Payments: Current account (millions of US dollars),-418.2932,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,2010,Balance of Payments: Current account (millions of US dollars),-419.9441,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,2016,Balance of Payments: Current account (millions of US dollars),434.9744,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,2017,Balance of Payments: Current account (millions of US dollars),"1,345.5913",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,2018,Balance of Payments: Current account (millions of US dollars),"1,433.2263",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,1995,Balance of Payments: Capital account (millions of US dollars),12.8527,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,2005,Balance of Payments: Capital account (millions of US dollars),197.1571,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,2010,Balance of Payments: Capital account (millions of US dollars),170.7521,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,2016,Balance of Payments: Capital account (millions of US dollars),35.4552,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,2017,Balance of Payments: Capital account (millions of US dollars),69.5500,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,2018,Balance of Payments: Capital account (millions of US dollars),132.3379,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,1985,Balance of Payments: Financial account (millions of US dollars),-42.3879,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,1995,Balance of Payments: Financial account (millions of US dollars),-346.1568,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,2005,Balance of Payments: Financial account (millions of US dollars),-136.7917,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,2010,Balance of Payments: Financial account (millions of US dollars),-64.1330,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,2016,Balance of Payments: Financial account (millions of US dollars),900.0515,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,2017,Balance of Payments: Financial account (millions of US dollars),"1,437.8888",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
470,Malta,2018,Balance of Payments: Financial account (millions of US dollars),711.2578,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
584,Marshall Islands,2005,Balance of Payments: Current account (millions of US dollars),-2.5413,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
584,Marshall Islands,2010,Balance of Payments: Current account (millions of US dollars),-14.3404,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
584,Marshall Islands,2016,Balance of Payments: Current account (millions of US dollars),-16.2130,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
584,Marshall Islands,2005,Balance of Payments: Capital account (millions of US dollars),6.0817,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
584,Marshall Islands,2010,Balance of Payments: Capital account (millions of US dollars),18.8694,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
584,Marshall Islands,2016,Balance of Payments: Capital account (millions of US dollars),10.8988,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
584,Marshall Islands,2005,Balance of Payments: Financial account (millions of US dollars),-3.9103,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
584,Marshall Islands,2010,Balance of Payments: Financial account (millions of US dollars),18.8506,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
584,Marshall Islands,2016,Balance of Payments: Financial account (millions of US dollars),32.4739,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
478,Mauritania,1985,Balance of Payments: Current account (millions of US dollars),-116.0333,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
478,Mauritania,1995,Balance of Payments: Current account (millions of US dollars),22.1086,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
478,Mauritania,2016,Balance of Payments: Current account (millions of US dollars),-706.7855,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
478,Mauritania,2017,Balance of Payments: Current account (millions of US dollars),-709.0007,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
478,Mauritania,2016,Balance of Payments: Capital account (millions of US dollars),8.4348,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
478,Mauritania,2017,Balance of Payments: Capital account (millions of US dollars),10.9178,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
478,Mauritania,1985,Balance of Payments: Financial account (millions of US dollars),-121.6505,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
478,Mauritania,1995,Balance of Payments: Financial account (millions of US dollars),4.0126,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
478,Mauritania,2016,Balance of Payments: Financial account (millions of US dollars),-530.5321,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
478,Mauritania,2017,Balance of Payments: Financial account (millions of US dollars),-753.0050,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
480,Mauritius,1985,Balance of Payments: Current account (millions of US dollars),-29.5289,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
480,Mauritius,1995,Balance of Payments: Current account (millions of US dollars),-21.8563,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
480,Mauritius,2005,Balance of Payments: Current account (millions of US dollars),-323.9515,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
480,Mauritius,2010,Balance of Payments: Current account (millions of US dollars),"-1,005.7735",,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
480,Mauritius,2016,Balance of Payments: Current account (millions of US dollars),-491.3515,,"International Monetary Fund (IMF), Washington, D.C., Balance of Payment (BOP) Statistics database, last accessed June 2019."
